正體	省写	/IPA/	[IPA]	注释
哪	哪	le˦˨	lɛ˦˧	~样
這	这	le˩˧	lɛ˨˦	~么，程度副词
遮	遮	tse˥	tsɛ˦˥	
啫	啫	tse˥	tsɛ˦˥	
這	这	tse˥	tsɛ˦˥	“这一”合音
蜘	蜘	tse˨˩	tsɛ˨˩	
蝃	蝃	tse˨˩	tsɛ˨˩	
賊	贼	tse˨˩	tsɛ˨˩	文读
褶	褶	tse˨˩	tsɛ˨˩	
摺	折	tse˨˩	tsɛ˨˩	
折	折	tse˨˩	tsɛ˨˩	
哲	哲	tse˨˩	tsɛ˨˩	
蜇	蜇	tse˨˩	tsɛ˨˩	
浙	浙	tse˨˩	tsɛ˨˩	
則	则	tse˨˩	tsɛ˨˩	
側	侧	tse˨˩	tsɛ˨˩	~边
窄	窄	tse˨˩	tsɛ˨˩	
宅	宅	tse˨˩	tsɛ˨˩	~吉
摘	摘	tse˨˩	tsɛ˨˩	
責	责	tse˨˩	tsɛ˨˩	
嘖	啧	tse˨˩	tsɛ˨˩	
輒	辄	tse˨˩	tsɛ˨˩	
仄	仄	tse˨˩	tsɛ˨˩	
者	者	tse˦˨	tsɛ˦˧	
這	这	tse˦˨	tsɛ˦˧	“这儿”合音
這	这	tse˩˧	tsɛ˨˦	文读
蔗	蔗	tse˩˧	tsɛ˨˦	
車	车	tsʰe˥	tsʰɛ˦˥	
徹	彻	tsʰe˨˩	tsʰɛ˨˩	
撤	撤	tsʰe˨˩	tsʰɛ˨˩	
澈	澈	tsʰe˨˩	tsʰɛ˨˩	
轍	辙	tsʰe˨˩	tsʰɛ˨˩	
側	侧	tsʰe˨˩	tsʰɛ˨˩	
測	测	tsʰe˨˩	tsʰɛ˨˩	
惻	恻	tsʰe˨˩	tsʰɛ˨˩	
廁	厕	tsʰe˨˩	tsʰɛ˨˩	
拆	拆	tsʰe˨˩	tsʰɛ˨˩	
澤	泽	tsʰe˨˩	tsʰɛ˨˩	
擇	择	tsʰe˨˩	tsʰɛ˨˩	
宅	宅	tsʰe˨˩	tsʰɛ˨˩	
翟	翟	tsʰe˨˩	tsʰɛ˨˩	姓氏
策	策	tsʰe˨˩	tsʰɛ˨˩	
冊	册	tsʰe˨˩	tsʰɛ˨˩	
切	切	tsʰe˨˩	tsʰɛ˨˩	白读
扯	扯	tsʰe˦˨	tsʰɛ˦˧	
且	且	tsʰe˦˨	tsʰɛ˦˧	
趄	趄	tsʰe˩˧	tsʰɛ˨˦	~姑娘
笡	笡	tsʰe˩˧	tsʰɛ˨˦	
奢	奢	se˥	sɛ˦˥	
畲	畲	se˥	sɛ˦˥	
賒	赊	se˥	sɛ˦˥	
色	色	se˥	sɛ˦˥	笑
塞	塞	se˥	sɛ˦˥	~包袱，指行贿或麻烦别人；支垫
倽	倽	se˥	sɛ˦˥	相当于“……的话”，表示条件假设
色	色	se˨˩	sɛ˨˩	
攝	摄	se˨˩	sɛ˨˩	
澀	涩	se˨˩	sɛ˨˩	
𢡉	𢡉	se˨˩	sɛ˨˩	
歰	歰	se˨˩	sɛ˨˩	
𡉔	𡉔	se˨˩	sɛ˨˩	
𣥒	𣥒	se˨˩	sɛ˨˩	
𣹣	𣹣	se˨˩	sɛ˨˩	
𣴻	𣴻	se˨˩	sɛ˨˩	
𤁍	𤁍	se˨˩	sɛ˨˩	
歮	歮	se˨˩	sɛ˨˩	
澁	澁	se˨˩	sɛ˨˩	
涉	涉	se˨˩	sɛ˨˩	
渋	渋	se˨˩	sɛ˨˩	
𣾫	𣾫	se˨˩	sɛ˨˩	
𣿠	𣿠	se˨˩	sɛ˨˩	
嗇	啬	se˨˩	sɛ˨˩	
𠹫	𠹫	se˨˩	sɛ˨˩	
𠻮	𠻮	se˨˩	sɛ˨˩	
𠾂	𠾂	se˨˩	sɛ˨˩	
𤲝	𤲝	se˨˩	sɛ˨˩	
濇	濇	se˨˩	sɛ˨˩	
瀒	瀒	se˨˩	sɛ˨˩	
𠎸	𠎸	se˨˩	sɛ˨˩	
舌	舌	se˨˩	sɛ˨˩	
設	设	se˨˩	sɛ˨˩	
瑟	瑟	se˨˩	sɛ˨˩	
塞	塞	se˨˩	sɛ˨˩	
噻	噻	se˨˩	sɛ˨˩	
虱	虱	se˨˩	sɛ˨˩	
蝨	蝨	se˨˩	sɛ˨˩	
蛇	蛇	se˨˩	sɛ˨˩	
折	折	se˨˩	sɛ˨˩	
蝕	蚀	se˨˩	sɛ˨˩	~财免灾
葉	叶	se˨˩	sɛ˨˩	~公好龙
捨	舍	se˦˨	sɛ˦˧	
赦	赦	se˩˧	sɛ˨˦	
射	射	se˩˧	sɛ˨˦	
社	社	se˩˧	sɛ˨˦	
舍	舍	se˩˧	sɛ˨˦	
熱	热	ze˨˩	zɛ˨˩	
惹	惹	ze˦˨	zɛ˦˧	
若	若	ze˦˨	zɛ˦˧	般~
給	给	ke˥	kɛ˦˥	白读
箇	个	ke˥	kɛ˦˥	~老子
膈	膈	ke˥	kɛ˦˥	~应
蛤	蛤	ke˨˩	kɛ˨˩	~螺，即陀螺；癞蛤宝，即癞蛤蟆
尜	尜	ke˨˩	kɛ˨˩	同“蛤”
格	格	ke˨˩	kɛ˨˩	
鉻	铬	ke˨˩	kɛ˨˩	
胳	胳	ke˨˩	kɛ˨˩	
骼	骼	ke˨˩	kɛ˨˩	
咯	咯	ke˨˩	kɛ˨˩	~啊~地笑
隔	隔	ke˨˩	kɛ˨˩	
膈	膈	ke˨˩	kɛ˨˩	
嗝	嗝	ke˨˩	kɛ˨˩	
革	革	ke˨˩	kɛ˨˩	
仡	仡	ke˨˩	kɛ˨˩	~伶族，即侗族
犵	犵	ke˨˩	kɛ˨˩	花~狫，即花溪
虼	虼	ke˨˩	kɛ˨˩	
肐	肐	ke˨˩	kɛ˨˩	
疙	疙	ke˨˩	kɛ˨˩	
圿	圿	ke˨˩	kɛ˨˩	~泥，出汗后皮肤上搓出的污垢
結	结	ke˨˩	kɛ˨˩	~~涩涩，说话吞吞吐吐或读文章生疏
玍	玍	ke˨˩	kɛ˨˩	生~玍；麻~玍；老~玍
給	给	ke˦˨	kɛ˦˧	~予
擱	搁	ke˦˨	kɛ˦˧	表示“在”
嗝	嗝	ke˦˨	kɛ˦˧	打~
鋸	锯	ke˩˧	kɛ˨˦	~肉
玍	玍	ke˩˧	kɛ˨˦	生玍~，指生疏；麻玍~；老玍~；~古，指脾气古怪
克	克	kʰe˥	kʰɛ˦˥	~娃娃，指管束；~书，指攻读
剋	剋	kʰe˥	kʰɛ˦˥	
尅	尅	kʰe˥	kʰɛ˦˥	老~
克	克	kʰe˨˩	kʰɛ˨˩	
刻	刻	kʰe˨˩	kʰɛ˨˩	
客	客	kʰe˨˩	kʰɛ˨˩	
乞	乞	kʰe˨˩	kʰɛ˨˩	~膝头；~膝脑壳
咳	咳	kʰe˨˩	kʰɛ˨˩	
蛤	蛤	kʰe˨˩	kʰɛ˨˩	~蟆
趄	趄	kʰe˨˩	kʰɛ˨˩	趔~
去	去	kʰe˩˧	kʰɛ˨˩	白读
迲	迲	kʰe˩˧	kʰɛ˨˩	白读
軋	轧	ŋe˥	kʰɛ˨˩	~烂，故意反复碾压
額	额	ŋe˨˩	kʰɛ˨˩	
厄	厄	ŋe˨˩	kʰɛ˨˩	
扼	扼	ŋe˨˩	kʰɛ˨˩	
軛	轭	ŋe˨˩	ŋᶢɛ˨˩	
搹	搹	ŋe˨˩	ŋᶢɛ˨˩	
搤	搤	ŋe˨˩	ŋᶢɛ˨˩	
硙	硙	ŋe˨˩	ŋᶢɛ˨˩	~墨
趔	趔	ŋe˨˩	ŋᶢɛ˨˩	
嘻	嘻	xe˥	xɛ˦˥	白读
嘿	嘿	xe˥	xɛ˦˥	白读
黑	黑	xe˨˩	xɛ˨˩	
赫	赫	xe˨˩	xɛ˨˩	
嚇	吓	xe˨˩	xɛ˨˩	
核	核	xe˨˩	xɛ˨˩	
胁	胁	xe˨˩	xɛ˨˩	威~
許	许	xe˦˨	xɛ˦˧	~齐、~实，即使劲
嘿	嘿	xe˦˨	xɛ˦˧	文读
诶	诶	Øe˦˨	Øɛ˦˧	呼唤熟人
欸	欸	Øe˥	Øɛ˦˥	语气词惊呼，表示感到不可思议
𫤘	儿	Øe˥	Øɛ˦˥	儿缀
𫤘	儿	Øe˨˩	Øɛ˨˩	
而	而	Øe˨˩	Øɛ˨˩	白读
呃	呃	Øe˨˩	Øɛ˨˩	语气词，表示正在思考
噯	嗳	Øe˨˩	Øɛ˨˩	肯定语气词，相当于“嗯”
兮	兮	Øe˨˩	Øɛ˨˩	即“唉”
𫤘	儿	Øe˦˨	Øɛ˦˧	一点~；碗~糕
耳	耳	Øe˩˧	Øɛ˨˦	折~根
餌	饵	Øe˩˧	Øɛ˨˦	~块粑
二	二	Øe˩˧	Øɛ˨˦	白读
日	日	Øe˩˧	Øɛ˨˦	昨~；今~；明~；后~
𫤘	儿	Øe˩˧	Øɛ˨˦	今~，即“日”；正~八经；幼~园
逼	逼	pie˥	piɛ˦˥	~着，表示被逼
憋	憋	pie˥	piɛ˦˥	
別	别	pie˨˩	piɛ˨˩	
彆	别	pie˨˩	piɛ˨˩	
蹩	蹩	pie˨˩	piɛ˨˩	
鱉	鳖	pie˨˩	piɛ˨˩	
鄨	鄨	pie˨˩	piɛ˨˩	
癟	瘪	pie˦˨	piɛ˦˧	文读
㧙	㧙	pie˦˨	piɛ˦˧	
別	别	pie˩˧	piɛ˨˦	~车
撇	撇	pʰie˨˩	pʰiɛ˨˩	
撆	撆	pʰie˨˩	pʰiɛ˨˩	
瞥	瞥	pʰie˨˩	pʰiɛ˨˩	
擘	擘	pʰie˦˨	pʰiɛ˦˧	文读
苤	苤	pʰie˦˨	pʰiɛ˦˧	
敝	敝	pʰie˩˧	pʰiɛ˨˦	差劲
孬	孬	pʰie˩˧	pʰiɛ˨˦	
秕	秕	pʰie˩˧	pʰiɛ˨˦	
滅	灭	mie˨˩	mᵇiɛ˨˩	
蔑	蔑	mie˨˩	mᵇiɛ˨˩	
衊	蔑	mie˨˩	mᵇiɛ˨˩	
默	默	mie˨˩	mᵇiɛ˨˩	思考
搣	搣	mie˦˨	mᵇiɛ˦˧	
爹	爹	tie˥	tiɛ˦˥	
疊	叠	tie˨˩	tiɛ˨˩	
耋	耋	tie˨˩	tiɛ˨˩	
牒	牒	tie˨˩	tiɛ˨˩	
蝶	蝶	tie˨˩	tiɛ˨˩	
碟	碟	tie˨˩	tiɛ˨˩	
堞	堞	tie˨˩	tiɛ˨˩	
諜	谍	tie˨˩	tiɛ˨˩	
迭	迭	tie˨˩	tiɛ˨˩	
跌	跌	tie˨˩	tiɛ˨˩	
翟	翟	tie˨˩	tiɛ˨˩	
得	得	tie˨˩	tiɛ˨˩	没~
點	点	tie˦˨	tiɛ˦˧	一小~，“点儿”合音
忒	忒	tʰie˨˩	tʰiɛ˨˩	
特	特	tʰie˨˩	tʰiɛ˨˩	~别
貼	贴	tʰie˨˩	tʰiɛ˨˩	
帖	帖	tʰie˨˩	tʰiɛ˨˩	
鐵	铁	tʰie˨˩	tʰiɛ˨˩	
跌	跌	tʰie˨˩	tʰiɛ˨˩	脑筋跶~
蝶	蝶	tʰie˨˩	tʰiɛ˨˩	蝴~；蝴~肉，将猪头去骨后压成扁平状
聶	聂	nie˨˩	nᵈiɛ˨˩	
鑷	镊	nie˨˩	nᵈiɛ˨˩	
鎳	镍	nie˨˩	nᵈiɛ˨˩	
獵	猎	nie˨˩	nᵈiɛ˨˩	
業	业	nie˨˩	nᵈiɛ˨˩	
孽	孽	nie˨˩	nᵈiɛ˨˩	
列	列	nie˨˩	nᵈiɛ˨˩	
烈	烈	nie˨˩	nᵈiɛ˨˩	
裂	裂	nie˨˩	nᵈiɛ˨˩	
咧	咧	nie˨˩	nᵈiɛ˨˩	
捏	捏	nie˨˩	nᵈiɛ˨˩	
劣	劣	nie˨˩	nᵈiɛ˨˩	
逆	逆	nie˨˩	nᵈiɛ˨˩	角~，指扯皮；忤~
遮	遮	tɕie˥	tɕiɛ˦˥	甘菩~
接	接	tɕie˨˩	tɕiɛ˨˩	
傑	杰	tɕie˨˩	tɕiɛ˨˩	
杰	杰	tɕie˨˩	tɕiɛ˨˩	
偈	偈	tɕie˨˩	tɕiɛ˨˩	
揭	揭	tɕie˨˩	tɕiɛ˨˩	
竭	竭	tɕie˨˩	tɕiɛ˨˩	
羯	羯	tɕie˨˩	tɕiɛ˨˩	
結	结	tɕie˨˩	tɕiɛ˨˩	
詰	诘	tɕie˨˩	tɕiɛ˨˩	
秸	秸	tɕie˨˩	tɕiɛ˨˩	
袺	袺	tɕie˨˩	tɕiɛ˨˩	
頡	颉	tɕie˨˩	tɕiɛ˨˩	
譎	谲	tɕie˨˩	tɕiɛ˨˩	
節	节	tɕie˨˩	tɕiɛ˨˩	
蠞	蠞	tɕie˨˩	tɕiɛ˨˩	
截	截	tɕie˨˩	tɕiɛ˨˩	
睫	睫	tɕie˨˩	tɕiɛ˨˩	
絕	绝	tɕie˨˩	tɕiɛ˨˩	
決	决	tɕie˨˩	tɕiɛ˨˩	
訣	诀	tɕie˨˩	tɕiɛ˨˩	
訐	讦	tɕie˨˩	tɕiɛ˨˩	㨃
厥	厥	tɕie˨˩	tɕiɛ˨˩	
蕨	蕨	tɕie˨˩	tɕiɛ˨˩	
姐	姐	tɕie˦˨	tɕiɛ˦˧	
媎	媎	tɕie˦˨	tɕiɛ˦˧	
借	借	tɕie˩˧	tɕiɛ˨˦	
蔗	蔗	tɕie˩˧	tɕiɛ˨˦	~杆
車	车	tɕʰie˥	tɕʰiɛ˦˥	小~~（儿语）；姓
妾	妾	tɕʰie˨˩	tɕʰiɛ˨˩	
截	截	tɕʰie˨˩	tɕʰiɛ˨˩	拦~；~断
捷	捷	tɕʰie˨˩	tɕʰiɛ˨˩	
怯	怯	tɕʰie˨˩	tɕʰiɛ˨˩	
劫	劫	tɕʰie˨˩	tɕʰiɛ˨˩	
切	切	tɕʰie˨˩	tɕʰiɛ˨˩	文读
徹	彻	tɕʰie˨˩	tɕʰiɛ˨˩	曼~斯特
缺	缺	tɕʰie˨˩	tɕʰiɛ˨˩	
茄	茄	tɕʰie˨˩	tɕʰiɛ˨˩	
伽	伽	tɕʰie˨˩	tɕʰiɛ˨˩	~蓝寺
迦	迦	tɕʰie˨˩	tɕʰiɛ˨˩	~叶
瘸	瘸	tɕʰie˨˩	tɕʰiɛ˨˩	文读
闕	阙	tɕʰie˨˩	tɕʰiɛ˨˩	
啐	啐	tɕʰie˦˨	tɕʰiɛ˦˧	语气词，表示不服气
靴	靴	ɕie˥	ɕiɛ˦˥	
些	些	ɕie˥	ɕiɛ˦˥	
邪	邪	ɕie˨˩	ɕiɛ˨˩	
斜	斜	ɕie˨˩	ɕiɛ˨˩	
叶	叶	ɕie˨˩	ɕiɛ˨˩	佛教名称译音
協	协	ɕie˨˩	ɕiɛ˨˩	
㶸	㶸	ɕie˨˩	ɕiɛ˨˩	
燲	燲	ɕie˨˩	ɕiɛ˨˩	
熁	熁	ɕie˨˩	ɕiɛ˨˩	
脅	胁	ɕie˨˩	ɕiɛ˨˩	
纈	缬	ɕie˨˩	ɕiɛ˨˩	
薛	薛	ɕie˨˩	ɕiɛ˨˩	
歇	歇	ɕie˨˩	ɕiɛ˨˩	
蝎	蝎	ɕie˨˩	ɕiɛ˨˩	
爕	爕	ɕie˨˩	ɕiɛ˨˩	
燮	燮	ɕie˨˩	ɕiɛ˨˩	
夑	夑	ɕie˨˩	ɕiɛ˨˩	
㸉	㸉	ɕie˨˩	ɕiɛ˨˩	
𤏻	𤏻	ɕie˨˩	ɕiɛ˨˩	
屑	屑	ɕie˨˩	ɕiɛ˨˩	
削	削	ɕie˨˩	ɕiɛ˨˩	文读
雪	雪	ɕie˨˩	ɕiɛ˨˩	
血	血	ɕie˨˩	ɕiɛ˨˩	
穴	穴	ɕie˨˩	ɕiɛ˨˩	
洩	泄	ɕie˨˩	ɕiɛ˨˩	~气
楔	楔	ɕie˨˩	ɕiɛ˨˩	
隙	隙	ɕie˨˩	ɕiɛ˨˩	间~
寫	写	ɕie˦˨	ɕiɛ˦˧	
卸	卸	ɕie˩˧	ɕiɛ˨˦	
謝	谢	ɕie˩˧	ɕiɛ˨˦	
榭	榭	ɕie˩˧	ɕiɛ˨˦	
瀉	泻	ɕie˩˧	ɕiɛ˨˦	
洩	泄	ɕie˩˧	ɕiɛ˨˦	
葉	叶	ʑe˥	ʑɛ˦˥	茶~
耶	耶	ʑe˥	ʑɛ˦˥	
椰	椰	ʑe˥	ʑɛ˦˥	
抈	抈	ʑe˥	ʑɛ˦˥	
噦	哕	ʑe˥	ʑɛ˦˥	打干~
㖿	㖿	ʑe˥	ʑɛ˦˥	
爺	爷	ʑe˨˩	ʑɛ˨˩	
玡	玡	ʑe˨˩	ʑɛ˨˩	
琊	琊	ʑe˨˩	ʑɛ˨˩	
邪	邪	ʑe˨˩	ʑɛ˨˩	
頁	页	ʑe˨˩	ʑɛ˨˩	
葉	叶	ʑe˨˩	ʑɛ˨˩	
枼	枼	ʑe˨˩	ʑɛ˨˩	
曄	晔	ʑe˨˩	ʑɛ˨˩	
燁	烨	ʑe˨˩	ʑɛ˨˩	
悅	悦	ʑe˨˩	ʑɛ˨˩	
閱	阅	ʑe˨˩	ʑɛ˨˩	
月	月	ʑe˨˩	ʑɛ˨˩	
越	越	ʑe˨˩	ʑɛ˨˩	
曰	曰	ʑe˨˩	ʑɛ˨˩	
粵	粤	ʑe˨˩	ʑɛ˨˩	
噎	噎	ʑe˨˩	ʑɛ˨˩	
也	也	ʑe˦˨	ʑɛ˦˧	
野	野	ʑe˦˨	ʑɛ˦˧	
冶	冶	ʑe˦˨	ʑɛ˦˧	
噦	哕	ʑe˦˨	ʑɛ˦˧	
夜	夜	ʑe˩˧	ʑɛ˨˦	
吔	吔	ʑe˩˧	ʑɛ˨˦	
頹	颓	tʰue˨˩	tʰuɛ˨˩	白读
拙	拙	tsue˨˩	tsuɛ˨˩	
茁	茁	tsue˨˩	tsuɛ˨˩	
叕	叕	tsue˨˩	tsuɛ˨˩	
掇	掇	tsue˨˩	tsuɛ˨˩	
綴	缀	tsue˨˩	tsuɛ˨˩	
醊	醊	tsue˨˩	tsuɛ˨˩	
餟	餟	tsue˨˩	tsuɛ˨˩	
輟	辍	tsue˨˩	tsuɛ˨˩	
錣	錣	tsue˨˩	tsuɛ˨˩	
䞵	䞵	tsue˨˩	tsuɛ˨˩	
䟾	䟾	tsue˨˩	tsuɛ˨˩	
惙	惙	tsue˨˩	tsuɛ˨˩	
國	国	kue˨˩	kuɛ˨˩	
擴	扩	kʰue˨˩	kʰuɛ˨˩	
闊	阔	kʰue˨˩	kʰuɛ˨˩	
或	或	xue˨˩	xuɛ˨˩	
惑	惑	xue˨˩	xuɛ˨˩	
獲	获	xue˨˩	xuɛ˨˩	
穫	获	xue˨˩	xuɛ˨˩	
兒	儿	Øɚ˨˩	Øɛ˞˨˩	
而	而	Øɚ˨˩	Øɛ˞˨˩	文读
鴯	鸸	Øɚ˨˩	Øɛ˞˨˩	
馹	驲	Øɚ˨˩	Øɛ˞˨˩	
耳	耳	Øɚ˦˨	Øɛ˞˦˧	
餌	饵	Øɚ˦˨	Øɛ˞˦˧	
爾	尔	Øɚ˦˨	Øɛ˞˦˧	
邇	迩	Øɚ˦˨	Øɛ˞˦˧	理睬
二	二	Øɚ˩˧	Øɛ˞˨˦	文读
貳	贰	Øɚ˩˧	Øɛ˞˨˦	
貮	貮	Øɚ˩˧	Øɛ˞˨˦	
𧵸	𧵸	Øɚ˩˧	Øɛ˞˨˦	
㒃	㒃	Øɚ˩˧	Øɛ˞˨˦	
𠍎	𠍎	Øɚ˩˧	Øɛ˞˨˦	
嘟	嘟	tɕiu˥	tɕi̹u˦˥	肥~~
卒	卒	tɕiu˨˩	tɕi̹u˨˩	
誶	谇	tɕiu˨˩	tɕi̹u˨˩	
㰵	㰵	tɕiu˨˩	tɕi̹u˨˩	吮吸
啹	啹	tɕiu˨˩	tɕi̹u˨˩	即“㰵”
咀	咀	tɕiu˨˩	tɕi̹u˨˩	即“㰵”
橘	橘	tɕiu˨˩	tɕi̹u˨˩	
桔	桔	tɕiu˨˩	tɕi̹u˨˩	~子
槭	槭	tɕiu˨˩	tɕi̹u˨˩	
菊	菊	tɕiu˨˩	tɕi̹u˨˩	
鞠	鞠	tɕiu˨˩	tɕi̹u˨˩	
足	足	tɕiu˨˩	tɕi̹u˨˩	
局	局	tɕiu˨˩	tɕi̹u˨˩	
粥	粥	tɕiu˨˩	tɕi̹u˨˩	
黢	黢	tɕʰiu˥	tɕʰi̹u˦˥	
屈	屈	tɕʰiu˨˩	tɕʰi̹u˨˩	
倔	倔	tɕʰiu˨˩	tɕʰi̹u˨˩	
崛	崛	tɕʰiu˨˩	tɕʰi̹u˨˩	
掘	掘	tɕʰiu˨˩	tɕʰi̹u˨˩	
族	族	tɕʰiu˨˩	tɕʰi̹u˨˩	
簇	簇	tɕʰiu˨˩	tɕʰi̹u˨˩	
𢲢	𢲢	tɕʰiu˨˩	tɕʰi̹u˨˩	即“捽”
捽	捽	tɕʰiu˨˩	tɕʰi̹u˨˩	用力擦拭
猝	猝	tɕʰiu˨˩	tɕʰi̹u˨˩	仓~
促	促	tɕʰiu˨˩	tɕʰi̹u˨˩	仓~
曲	曲	tɕʰiu˨˩	tɕʰi̹u˨˩	
蛐	蛐	tɕʰiu˨˩	tɕʰi̹u˨˩	~蟮，即蚯蚓
渠	渠	tɕʰiu˨˩	tɕʰi̹u˨˩	水~
束	束	ɕiu˨˩	ɕi̹u˨˩	
速	速	ɕiu˨˩	ɕi̹u˨˩	
觫	觫	ɕiu˨˩	ɕi̹u˨˩	
粟	粟	ɕiu˨˩	ɕi̹u˨˩	
宿	宿	ɕiu˨˩	ɕi̹u˨˩	
畜	畜	ɕiu˨˩	ɕi̹u˨˩	
蓄	蓄	ɕiu˨˩	ɕi̹u˨˩	
俗	俗	ɕiu˨˩	ɕi̹u˨˩	
續	续	ɕiu˨˩	ɕi̹u˨˩	
贖	赎	ɕiu˨˩	ɕi̹u˨˩	
旭	旭	ɕiu˨˩	ɕi̹u˨˩	
戍	戍	ɕiu˨˩	ɕi̹u˨˩	~守
戌	戌	ɕiu˨˩	ɕi̹u˨˩	
鬱	郁	ʑu˨˩	ʑu˨˩	
郁	郁	ʑu˨˩	ʑu˨˩	
域	域	ʑu˨˩	ʑu˨˩	
彧	彧	ʑu˨˩	ʑu˨˩	
役	役	ʑu˨˩	ʑu˨˩	
疫	疫	ʑu˨˩	ʑu˨˩	
育	育	ʑu˨˩	ʑu˨˩	
獄	狱	ʑu˨˩	ʑu˨˩	
慾	欲	ʑu˨˩	ʑu˨˩	
浴	浴	ʑu˨˩	ʑu˨˩	
毓	毓	ʑu˨˩	ʑu˨˩	
如	如	ʑu˨˩	ʑu˨˩	譬~
尤	尤	ʑu˨˩	ʑu˨˩	蚩~
油	油	ʑu˨˩	ʑu˨˩	老~子
拜	拜	pai˥	pɐɛ˦˥	~~，再见
𨃅	𨃅	pai˥	pɐɛ˦˥	即“跛”
跛	跛	pai˥	pɐɛ˦˥	
擺	摆	pai˦˨	pɐɛ˦˧	
百	百	pai˦˨	pɐɛ˦˧	老~夷，即傣族
拜	拜	pai˩˧	pɐɛ˨˦	
敗	败	pai˩˧	pɐɛ˨˦	
稗	稗	pai˩˧	pɐɛ˨˦	
別	别	pai˩˧	pɐɛ˨˦	白读，即“嫑”
牌	牌	pʰai˥	pʰɐɛ˦˥	“跳板”游戏中的石子
排	排	pʰai˨˩	pʰɐɛ˨˩	
徘	徘	pʰai˨˩	pʰɐɛ˨˩	
牌	牌	pʰai˨˩	pʰɐɛ˨˩	
丕	丕	pʰai˦˨	pʰɐɛ˦˧	双手侧平举时中指尖之间距离，约1.7米；一字排开；实~~，指真实存在
派	派	pʰai˩˧	pʰɐɛ˨˦	
魄	魄	pʰai˩˧	pʰɐɛ˨˦	~头
埋	埋	mai˨˩	mᵇɐɛ˨˩	
麥	麦	mai˨˩	mᵇɐɛ˨˩	烧~
買	买	mai˦˨	mᵇɐɛ˦˧	
賣	卖	mai˩˧	mᵇɐɛ˨˦	
邁	迈	mai˩˧	mᵇɐɛ˨˦	
獃	呆	tai˥	tɐɛ˦˥	
逮	逮	tai˨˩	tɐɛ˨˩	白读
歹	歹	tai˦˨	tɐɛ˦˧	
逮	逮	tai˦˨	tɐɛ˦˧	拉扯
捸	捸	tai˦˨	tɐɛ˦˧	即“逮”
戴	戴	tai˩˧	tɐɛ˨˦	
帶	带	tai˩˧	tɐɛ˨˦	
待	待	tai˩˧	tɐɛ˨˦	
怠	怠	tai˩˧	tɐɛ˨˦	
殆	殆	tai˩˧	tɐɛ˨˦	
代	代	tai˩˧	tɐɛ˨˦	
袋	袋	tai˩˧	tɐɛ˨˦	
貸	贷	tai˩˧	tɐɛ˨˦	
大	大	tai˩˧	tɐɛ˨˦	~夫；山~王
在	在	tai˩˧	tɐɛ˨˦	白读
胎	胎	tʰai˥	tɐɛ˨˦	
抬	抬	tʰai˥	tʰɐɛ˦˥	~乒乓球
奤	奤	tʰai˥	tʰɐɛ˦˥	说话做事不动脑子，言行鲁莽
台	台	tʰai˨˩	tʰɐɛ˨˩	
苔	苔	tʰai˨˩	tʰɐɛ˨˩	
抬	抬	tʰai˨˩	tʰɐɛ˨˩	
才	才	tʰai˨˩	tʰɐɛ˨˩	白读
大	大	tʰai˦˨	tʰɐɛ˦˧	白读
太	太	tʰai˩˧	tʰɐɛ˨˦	
態	态	tʰai˩˧	tʰɐɛ˨˦	
泰	泰	tʰai˩˧	tʰɐɛ˨˦	
奶	奶	lai˥	lɐɛ˦˥	~~，旧时被晚辈以此称呼祖母的，一般身份为妾；乳房
來	来	lai˨˩	lɐɛ˨˩	文读
淶	涞	lai˨˩	lɐɛ˨˩	
唻	唻	lai˨˩	lɐɛ˨˩	
萊	莱	lai˨˩	lɐɛ˨˩	
奶	奶	lai˨˩	lɐɛ˨˩	姑~，对女儿或女友的爱称
乃	乃	lai˦˨	lɐɛ˦˧	
奶	奶	lai˦˨	lɐɛ˦˧	
耐	耐	lai˩˧	lɐɛ˨˦	
奈	奈	lai˩˧	lɐɛ˨˦	
萘	萘	lai˩˧	lɐɛ˨˦	
賴	赖	lai˩˧	lɐɛ˨˦	
瀨	濑	lai˩˧	lɐɛ˨˦	
籟	籁	lai˩˧	lɐɛ˨˦	
癩	癞	lai˩˧	lɐɛ˨˦	
睞	睐	lai˩˧	lɐɛ˨˦	
災	灾	tsai˥	tsɐɛ˦˥	
甾	甾	tsai˥	tsɐɛ˦˥	
栽	栽	tsai˥	tsɐɛ˦˥	文读
齋	斋	tsai˥	tsɐɛ˦˥	
崽	崽	tsai˨˩	tsɐɛ˨˩	~哦，语气词，相当于“天哪”
宰	宰	tsai˦˨	tsɐɛ˦˧	
崽	崽	tsai˦˨	tsɐɛ˦˧	
仔	仔	tsai˦˨	tsɐɛ˦˧	
載	载	tsai˩˧	tsɐɛ˨˦	
在	在	tsai˩˧	tsɐɛ˨˦	文读
再	再	tsai˩˧	tsɐɛ˨˦	
債	债	tsai˩˧	tsɐɛ˨˦	
寨	寨	tsai˩˧	tsɐɛ˨˦	
㩟	㩟	tsai˩˧	tsɐɛ˨˦	
眥	眦	tsai˩˧	tsɐɛ˨˦	
猜	猜	tsʰai˥	tsʰɐɛ˦˥	
搋	搋	tsʰai˥	tsʰɐɛ˦˥	
釵	钗	tsʰai˥	tsʰɐɛ˦˥	
差	差	tsʰai˥	tsʰɐɛ˦˥	出~
才	才	tsʰai˨˩	tsʰɐɛ˨˩	文读
